smiles,pred,max_tan_to_sd1_actives
CC(C)[C@@H]1N[C@@H]2N(C1=O)c1ccccc1[C@]2(O)C[C@@H]1C(O)=N[C@@H](C)c2nc3ccccc3c(=O)n21,0.2602968215942383,0.19148937
CCOC(=O)N1CCC2(CC1)N=C(c1ccc(OCC)cc1)C[C@@H](c1cc(Cl)ccc1O)N2,0.2602717578411102,0.2524272
CCCCCCCCCCCCC[C@@H](C/C=C/CCC(=O)N[C@@H](COC)COC(C)=O)OC,0.2602675557136535,0.265625
Cc1c(N/N=C2\C(O)=NN=C2c2c(O)n(C)c3ccccc3c2=O)c(=O)n(-c2ccccc2)n1C,0.2602628171443939,0.21538462
O=C1C(O)=Cc2ccnc3c2c1nc1ccc(O)cc13,0.2602556049823761,0.2542373
CC[C@@H]1CCCCN1CCN1C(=O)[C@@H]2[C@H](C(=O)Nc3ccc(Cl)cc3)[C@@H]3C=C[C@@]2(O3)[C@H]1C(=O)NC1CCCCC1,0.2602537274360657,0.1954023
CC[C@@H](C)/C=C(\C)[C@H](O)[C@H](C)/C=C(C)/C=C/C=C\C=C\C=C(/C)C(=O)N[C@@H](C)CO,0.2602483332157135,0.15873016
COc1ccc(C2=NC3(CCN(C(C)C)CC3)N[C@@H](c3cc(Br)ccc3O)C2)cc1,0.2602466642856598,0.225
C[C@@H]1[C@H](C)CCC[C@@H]1NC(=O)[C@@H]1N(CCCN2CCCCC2)C(=O)[C@@H]2[C@H](C(=O)Nc3ccc(Cl)cc3)[C@@H]3C=C[C@]21O3,0.2602444887161255,0.22340426
C=C(C)[C@@H]1CC=C2C(=CC[C@]3(C)[C@@H]([C@@H](CC[C@@H](O)C(C)(C)O)C(=O)O)[C@H](O)C[C@@]23C)[C@@]1(C)CCC(=O)O,0.2602159380912781,0.18446602
C[C@H]1[C@H](C)CCC[C@@H]1NC(=O)[C@@H]1N(CCN2CCCCC2)C(=O)[C@@H]2[C@H](C(=O)Nc3cc(Cl)cc(Cl)c3)[C@@H]3C=C[C@]21O3,0.2601955831050873,0.20512821
CO[C@@H]1C[C@H](O[C@@H]2CC[C@]3(/C=N/NC(N)=S)[C@H]4CC[C@]5(C)[C@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)O[C@H](C)[C@@H]1O,0.2601947486400604,0.21875
C[C@@H]1[C@H](C)CCC[C@@H]1NC(=O)[C@@H]1N(CCN2CCCCC2)C(=O)[C@@H]2[C@H](C(=O)Nc3cc(Cl)cc(Cl)c3)[C@@H]3C=C[C@]21O3,0.260192334651947,0.20512821
CC[C@H](Br)[C@@H]1C[C@@H](O)[C@@H](O)C[C@@H]2O[C@@H](C=C=CBr)C[C@@H]2O1,0.2601817548274994,0.15189873
C[C@H]1[C@H](C)CCC[C@@H]1NC(=O)[C@@H]1N(CCCN2CCCCC2)C(=O)[C@@H]2[C@@H](C(=O)Nc3ccc(Cl)cc3)[C@@H]3C=C[C@]21O3,0.2601697146892547,0.22340426
Cc1ccc(C2=NC3(CCNCC3)N[C@@H](c3cc(Cl)ccc3O)C2)cc1C,0.2601675689220428,0.22807017
CC[C@H]1CN2CC[C@]3(C(O)=Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)O,0.2600739300251007,0.20618556
CCCCOC[C@H]1C[C@]2(C[C@](C)(c3csc(Nc4ccccc4)n3)OC2=O)C(=O)O1,0.260072648525238,0.20454545
Cc1cccc(OC[C@]2(CNCc3nc4ccccc4n3C)C[C@@H](O)[C@@H](O)C2)n1,0.2600632309913635,0.2837838
CC[C@@H](Br)[C@H]1C[C@H](O)[C@H](O)C[C@H]2O[C@H](C=C=CBr)C[C@H]2O1,0.2600507438182831,0.15189873
C[C@@H]1[C@H](C)CCC[C@@H]1NC(=O)[C@@H]1N(CCCN2CCCCC2)C(=O)[C@@H]2[C@@H](C(=O)Nc3ccc(Cl)cc3)[C@@H]3C=C[C@]21O3,0.2600348591804504,0.22340426
COc1c(OC)c2ccn(C)c3c(O)c4cccc(=O)c4c(c1=O)c23,0.2600217163562774,0.24242425
COC(=O)CC(c1cccc(O)c1)c1c(O)nc2ccc(Br)cn2c1=O,0.2600135505199432,0.20289855
CC[C@@H](C)/C=C(\C)[C@H](O)[C@@H](C)/C=C(C)/C=C/C=C\C=C\C=C(/C)C(=O)N[C@H](C)CO,0.2600108683109283,0.15873016
CC[C@H]1CN2CC[C@@]3(C(O)=Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)O,0.2599760890007019,0.20618556
O=C1C[C@](O)(C(Br)Br)C(Br)=C1Br,0.2599731683731079,0.13513513
C/C(=N\NC(=O)c1ccccc1)c1cc2ccc(O)cc2oc1=O,0.259972333908081,0.29310346
C/C(=C\C=C\[C@]1(C)CC[C@@H](Br)C(C)(C)O1)[C@@H]1CC[C@](C)(O)[C@H](Br)C1,0.25995734333992,0.15584415
O=c1ccc2nccc3c4ccc(O)cc4n1c23,0.2599523663520813,0.22
O=C(Nc1ccc(Br)cc1)[C@@H]1[C@@H]2C=C[C@]3(O2)[C@@H]1C(=O)N(CCN1CCCCC1)[C@@H]3C(=O)NC1CCCCC1,0.2599366903305053,0.23529412
CC(C)=CCC[C@@H](C(=O)O)[C@H]1[C@@H](O)C[C@@]2(C=O)[C@@H]3CC[C@@H]4C(=CC3=CC[C@]12C)C[C@@H](O)[C@H](O)C4(C)C,0.2598985135555267,0.23595506
CC1(C)O[C@H]2[C@@H](O1)[C@@H](C(=O)N/N=C/c1cccc(Br)c1)O[C@@H]1OC(C)(C)O[C@@H]12,0.2598867416381836,0.2361111
C=C(C)[C@@H]1CC(O)=C2C(=O)O[C@](C)(CC(=O)OC)C[C@H]3OC(=O)[C@H]([C@@H]3O)[C@H]2C1,0.2598679959774017,0.19444445
C=C(/C=C/C=C(/COCO)[C@@H]1CC[C@]2([C@@H]1O)[C@@H](CCCO)/C(=C(/C)C=O)CC[C@]2(O)CCNC)CCC=C(C)C,0.2598667442798614,0.1826087
CO[C@@H]1C[C@H](O[C@@H]2CC[C@]3(/C=N/NC(N)=S)[C@H]4CC[C@]5(C)[C@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)O[C@@H](C)[C@@H]1O,0.2598550021648407,0.21875
C/C(=C\C=C\[C@@]1(C)CC[C@H](Br)C(C)(C)O1)[C@H]1CC[C@@](C)(O)[C@@H](Br)C1,0.2598341405391693,0.15584415
CCCCCCCCC/C=C\CCCC[C@@H](O)[C@@H](N)CO,0.259829968214035,0.21621622
COc1ccc2c(c1)NC1(C2=O)C(CC=C(C)C)N2C(=O)C3CCCN3C(=O)C2(O)C1O,0.2598050236701965,0.24418604
Nc1ccccc1/C=[NH+]\[C@@H]1CCCC[C@H]1/[NH+]=C/c1ccccc1N,0.259800374507904,0.25
CC=C(C)C(=O)Oc1c(OC)c(OC)cc2c1-c1c(cc(O)c(OC)c1OC)[C@H](O)[C@H](C)[C@@H](C)[C@H]2OC(C)=O,0.2597938477993011,0.20987654
Cc1cc2oc(=O)cc(CN3CCN(c4ccccc4)CC3)c2c(C)c1Cl,0.2597930431365967,0.2413793
COc1cccc(C2=NC3(CCN(C(C)C)CC3)N[C@@H](c3cc(Br)ccc3O)C2)c1,0.2597807347774505,0.26
O=C(Nc1ccc(Br)cc1)[C@H]1[C@@H]2C=C[C@]3(O2)[C@@H]1C(=O)N(CCN1CCCCC1)[C@@H]3C(=O)NC1CCCCC1,0.2597766518592834,0.23529412
COc1ccc(NC(=O)/C=C/c2ccc(C)cc2)cc1Cl,0.2597764432430267,0.27450982
C[C@]12C(=O)N(CCO)CC(=O)N1CC(c1ccc(Br)cc1)c1c2[nH]c2ccccc12,0.2597607970237732,0.20930232
CO[C@@H]1C[C@H](O[C@@H]2CC[C@]3(/C=N/NC(N)=S)[C@H]4CC[C@]5(C)[C@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)O[C@H](C)[C@H]1O,0.2597478628158569,0.21875
CC[C@@H]1CCCCN1CCN1C(=O)[C@@H]2[C@@H](C(=O)Nc3ccc(Cl)cc3)[C@@H]3C=C[C@@]2(O3)[C@H]1C(=O)NC1CCCCC1,0.2597464323043823,0.1954023
C[C@@H]1[C@H](C)CCC[C@@H]1NC(=O)[C@@H]1N(CCN2CCCCC2)C(=O)[C@@H]2[C@@H](C(=O)Nc3cc(Cl)cc(Cl)c3)[C@@H]3C=C[C@]21O3,0.2597334682941437,0.20512821
CC[C@H](Br)[C@H]1C[C@H](O)[C@H](O)C[C@H]2O[C@H](C=C=CBr)C[C@H]2O1,0.2597180902957916,0.15189873
COc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3cccc(O)c3n(C)c12,0.2597140371799469,0.22666667
C[C@H]1[C@H](C)CCC[C@@H]1NC(=O)[C@@H]1N(CCN2CCCCC2)C(=O)[C@@H]2[C@@H](C(=O)Nc3cc(Cl)cc(Cl)c3)[C@@H]3C=C[C@]21O3,0.2597128748893738,0.20512821
CCCCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cc(Cl)c(O)c(OC)c1,0.2596936523914337,0.25
COCCOC(=O)C1=C(N)OC2=C(C(=O)CC(C)(C)C2)[C@@]12C(O)=Nc1ccccc12,0.2596869170665741,0.20183486
C/C=C(/C)C(=O)Oc1c(OC)c(OC)cc2c1-c1c(cc(O)c(OC)c1OC)[C@H](O)[C@H](C)[C@@H](C)[C@H]2OC(C)=O,0.2596772313117981,0.20987654
CCCC#CC#C[C@@H](O)CCCCCC/C=C/C#CC#CCCC(=O)OCC,0.2596147954463959,0.23076923
CO[C@@H](C(=O)N[C@H]1CC[C@H](OC(=O)CCCCCCCCCCC(C)C)CN(C)C1=O)[C@H](O)[C@@H](O)[C@H](O)/C=C/C(C)C,0.2596144676208496,0.24778761
COc1cc(CNCC[C@H](CCC(C)C)c2ccco2)ccc1OC(C)C,0.2596103250980377,0.25675675
CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@@H](O)CO,0.259594053030014,0.25
O=C(/C=C/c1ccc(Cl)cc1Cl)c1cc(Br)ccc1O,0.2595893144607544,0.29787233
CCCCOC[C@H]1C[C@]2(C[C@@](C)(c3csc(Nc4ccccc4)n3)OC2=O)C(=O)O1,0.2595799565315246,0.20454545
CCC(CC)C(=O)NC[C@@H]1C=C(C)[C@H](Cc2nc3ccccc3n2C)C[C@H]1C(C)C,0.2595724761486053,0.2375
COc1ccccc1CN1C(=O)[C@@H]2[C@H]([C@H](C)O)N[C@]3(C(=O)Nc4ccc(Cl)cc43)[C@@H]2C1=O,0.2595448493957519,0.24509804
O=C(Nc1ccc(Br)cc1)[C@@H]1[C@@H]2C=C[C@]3(O2)[C@@H]1C(=O)N(CCN1CCCCC1)[C@H]3C(=O)NC1CCCCC1,0.259516030550003,0.23529412
COc1ccccc1[C@H](CNC(=O)c1ccc(Br)cc1)N(C)C,0.259513646364212,0.29090908
CCCCCCCCCCCCCC(C/C=C/CCC(=O)NC(COC)COC(C)=O)OC,0.2594902515411377,0.265625
Cc1ccccc1N/N=C1/C(=O)NC(=S)N=C1O,0.2594724893569946,0.25396827
COC(C)(C)/C=C/C[C@H](C)[C@@H]1CC[C@]2(C)[C@H]3[C@H](O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)C=C4[C@H](CC[C@@H](O)C4(C)C)[C@@]3(C=O)CC[C@@]12C,0.2594614326953888,0.25438598
CCc1ccc(S(=O)(=O)N2CCC3(CC2)NCCN=C3NC2CCCCCC2)cc1,0.2594613134860992,0.25301206
CC[C@H]1CN2CCC3(C(O)=Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)O,0.2594393491744995,0.20618556
CN(C)CCN(C)[C@@H]1[C@H](O)[C@H](CO)O[C@@H]1CNCc1cccc(Cl)c1,0.2594286203384399,0.24418604
CCCCCCCCC/C=C/CCCC[C@@H](O)[C@@H](N)CO,0.2594240605831146,0.21621622
COc1c(O)cc2c(c1O)CN1C(=O)[C@@H](CC3=Nc4ccccc4C3)NC(=O)[C@H]1C2,0.2593900859355926,0.2037037
CO[C@@H]1C[C@H](O[C@@H]2CC[C@]3(/C=N/NC(N)=S)[C@H]4CC[C@]5(C)[C@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)O[C@@H](C)[C@H]1O,0.2593549787998199,0.21875
C#C/C=C\CCCCC/C=C\C#CCCCC#CC#C[C@@H](O)CO,0.2593534588813782,0.16393442
Cc1cccc(CNC2=NCCNC23CCN(S(=O)(=O)c2ccc(CC(C)C)cc2)CC3)c1,0.2593503892421722,0.27586207
CC[C@H]1C(=O)N2C(C(=O)O)=C(SCCN)C[C@H]12,0.2593165338039398,0.2345679
O=C1NC(=S)c2ccccc2/C1=C/c1ccccc1,0.2593126893043518,0.25581396
CCCCOCC1C[C@]2(CC(C)(c3csc(Nc4ccccc4)n3)OC2=O)C(=O)O1,0.2592814266681671,0.20454545
C=C1CC/C=C(\C)CC[C@H](/C(=C\CC(O)C(C)(C)O)COC(C)=O)[C@@]1(C)C(=O)OC,0.259258359670639,0.27027026
CC[C@H](O)CCCCC/C=C\CCCCCCCc1cc(O)cc(O)c1,0.2592546939849853,0.27659574
C[C@H](O)CCCCCCCCCCCCCCCCCCCCC[C@H](O)CCO,0.2592430114746094,0.26190478
O=C(Nc1ccc(Br)cc1)[C@H]1[C@@H]2C=C[C@]3(O2)[C@@H]1C(=O)N(CCN1CCCCC1)[C@H]3C(=O)NC1CCCCC1,0.2592320740222931,0.23529412
COc1cc(CNCC[C@@H](CCC(C)C)c2ccco2)ccc1OC(C)C,0.2591997981071472,0.25675675
COc1ccccc1CN1C(=O)[C@@H]2[C@H]([C@@H](C)O)N[C@]3(C(=O)Nc4ccc(Cl)cc43)[C@@H]2C1=O,0.2591902017593384,0.24509804
O=C(Nc1ccc(Cl)c(Cl)c1)[C@@H]1[C@@H]2C=C[C@]3(O2)[C@@H]1C(=O)N(CCN1CCCCC1)[C@@H]3C(=O)NC1CCCCC1,0.259118914604187,0.22123894
C/C=C/C/C(C)=C\[C@H]1C/C=C\C=C/C[C@H](C)/C=C(/C)[C@@H](OC)CCC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC(=O)O1,0.2591049373149872,0.2519084
C=CC(C)(C)[C@@]12Nc3cc4c(cc3[C@]1(O)C[C@]1(O)C(=O)N3CCC[C@H]3C(=O)N21)C=CC(C)(C)O4,0.2590935230255127,0.16494845
COc1c2c(cc3cc(C)nc(O)c13)CCC1C(=O)c3c(c(C)c4cc(O)c(Cl)c(O)c4c3O)C(=O)C21O,0.2590782642364502,0.1923077
O=C1C[C@]2(O)C=C(Br)C(=O)[C@H](Br)[C@@H]2N1,0.2590677440166473,0.17857143
CCC[C@H](O)C[C@@H]1CC[C@H](C)CCCCC(=O)N(C)[C@@H](Cc2ccc(OCC(O)C(C)(C)O)cc2)C(=O)O1,0.2590466737747192,0.23376623
C/C=C/C#CC#CC#C/C=C/[C@H](O)CCl,0.2590389847755432,0.12698413
CCC(=O)[C@]12O[C@H]1[C@H]1OC[C@@H]2[C@@H](N)C[C@@]12C(=O)N(OC)c1ccccc12,0.2590104639530182,0.23076923
O=C(Nc1ccc(Cl)c(Cl)c1)[C@H]1[C@@H]2C=C[C@]3(O2)[C@@H]1C(=O)N(CCN1CCCCC1)[C@@H]3C(=O)NC1CCCCC1,0.258953183889389,0.22123894
CCn1c(O)c(/C(C)=N\c2cc(Cl)ccc2Cl)c(=O)c2ccccc21,0.258945494890213,0.26229507
CN[C@@H]1C(=O)CCOc2cc3c(c(O)c21)C(=O)c1c(cc(OC)c(O)c1C(O)O)C3=O,0.2589078843593597,0.24242425
COC(=O)CC(c1ccc(O)cc1)c1c(O)nc2ccc(Br)cn2c1=O,0.2588806748390198,0.22857143
CC(C)=CCC1=C(Cl)C(=O)c2c(O)ccc(O)c2C1=O,0.2588692903518677,0.26086956
CCCCCCCC/C=C\CCCCC/C(C=O)=C\CCCCCCCCCCCCCC,0.2588642537593841,0.22857143
COC(=O)C[C@H]1O[C@H](C)C2=C(C(=O)c3ccc([C@H]4C[C@H](N(C)C)[C@H](O)[C@@H](C)O4)c(O)c3C2=O)[C@H]1O,0.2588503062725067,0.26666668
COC(/C=C/C=C/C(=O)N[C@H]1CCCNC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)N(C)C1=O)C(C)O,0.2588362693786621,0.24299066
CCCCCCCCCCOn1cc(CC(=O)Nc2ccccc2Cl)c2ccccc21,0.2588287889957428,0.22535211
COc1ccc(C2=NN3[C@@H](C2)c2cc(Br)ccc2O[C@]32CCOC(C)(C)C2)c(OC)c1,0.2587961256504059,0.20930232
C/C(=N\Nc1ccccc1)c1c(O)n(-c2ccccc2)c2ccccc2c1=O,0.2587960958480835,0.23076923
COC(C)(C)/C=C/C[C@@H](C)[C@@H]1CC[C@@]2(C)[C@@H]3[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C=O)CC[C@]12C,0.2587819099426269,0.25438598
O=[N+]([O-])c1cccc(/C=N/Nc2ccc(Cl)nn2)c1O,0.2587818205356598,0.25862068
CCCCCC[C@@H]1CC(=O)NCC(=O)N[C@H](C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)O1,0.2587590515613556,0.2596154
ClC(Cl)(Cl)Cl,0.2587333619594574,0.07692308
C[C@@H]1CCCN(c2ccccc2)N1C(=S)Nc1ccccc1,0.2587295472621918,0.2580645
COc1ccc(CC(=O)N2CCC3(CC2)Nc2ccc(Cl)cc2-n2cccc23)cc1,0.25872802734375,0.24418604
CC(=O)N1c2ccccc2N=C2CC(C)(C)CC(O)=C2C1CC1CC=C(C)C1(C)C,0.258726567029953,0.20224719
CCCCOC(=O)C1=C(C)NC(=O)N[C@H]1c1cc(Cl)c(O)c(OC)c1,0.2586936056613922,0.25
Cc1cc(O)c2c(c1)[C@@H]1OC(=O)CN1C1=C2C(=O)c2cccc(O[C@H]3C[C@@H](O)[C@@H](O)[C@H](C)O3)c2C1=O,0.2586902678012848,0.2952381
CCC(C)CC(C)C=CCCC(N)C(Cc1ccc(O)cc1)NC,0.2586780190467834,0.23287672
COC(C)(C)/C=C/C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C=O)CC[C@]12C,0.2586553394794464,0.25438598
CCCCCCC[C@@H]1CC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)O1,0.2586444616317749,0.2815534
CC[C@H]1/C=C/[C@H](O)[C@H](CC(C)(C)O)OC(=O)[C@]2(C)CCC(=O)NC3=C2C(=O)c2c(cc(C)c(O)c2C(=O)CC1)C3=O,0.258633553981781,0.16190477
O=C(Nc1ccc(Cl)c(Cl)c1)[C@@H]1[C@@H]2C=C[C@]3(O2)[C@@H]1C(=O)N(CCN1CCCCC1)[C@H]3C(=O)NC1CCCCC1,0.2586260139942169,0.22123894
COc1ccccc1[C@@H](CNC(=O)c1ccc(Br)cc1)N(C)C,0.2586192786693573,0.29090908
CC(C)CNC(=O)/C=C/C=C/CCCCCCCCCCCc1ccccc1,0.2586149871349334,0.2835821
CC[C@H]1/C=C\[C@H](O)[C@H](CC(C)(C)O)OC(=O)[C@]2(C)CCC(=O)NC3=C2C(=O)c2c(cc(C)c(O)c2C(=O)CC1)C3=O,0.2586045563220978,0.16190477
CC(C)n1c(CNC(=O)CCCCC2CCSS2)nc2ccccc21,0.2585942149162292,0.26923078
COc1ccc(C2(CN3C(=O)[C@H](CCC(=O)NCCCc4ccccc4)N=C3O)CCOCC2)cc1,0.2585921585559845,0.2524272
CCC(Br)[C@H]1C[C@H](O)[C@H](O)C[C@H]2O[C@H](C=C=CBr)C[C@H]2O1,0.2585460543632507,0.15189873
COc1c(O)ccc2c1-c1c(OC)c(O)cc3c1[C@@H](C2)N(I(C)C)CC3,0.2585390210151672,0.26923078
COc1cccc(N2CCN(C(=O)CC3N=C(O)c4ccccc4N=C3O)CC2)c1,0.258520632982254,0.27083334
COc1ccccc1CN1C(=O)[C@@H]2[C@@H]([C@H](C)O)N[C@]3(C(=O)Nc4ccc(Cl)cc43)[C@@H]2C1=O,0.2585190832614898,0.24509804
COc1cc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(O)c(C(=O)CN3Cc4ccccc4C3=O)c3c(c2c1)C=C[C@H]1CCC[C@@H]31,0.2585043907165527,0.22033899
OC1C=C(Cl)C(O)C=C1Cl,0.258496344089508,0.21052632
C=C1[C@@H](O)[C@H]2[C@]3(C)CC[C@H](OC(C)=O)C(C)(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]2C(=O)O[C@@H](C)C(=O)[C@]12C,0.2584919929504394,0.24731183
CC(C)C[C@@H](NC(=O)C1=C[C@@H](NC(=O)c2ccccc2Br)[C@@H](O)[C@H](OC(=O)Nc2ccccc2)C1)C(N)=O,0.2584746778011322,0.23943663
Cc1cc(O)c2c(c1)[C@H]1OC(=O)CN1C1=C2C(=O)c2cccc(O[C@H]3C[C@H](O)[C@H](O)[C@H](C)O3)c2C1=O,0.2584730088710785,0.2952381
C[C@H]1[C@H](C)CCC[C@@H]1NC(=O)[C@@H]1N(CCN2CCOCC2)C(=O)[C@H]2[C@H](C(=O)Nc3cc(Cl)cc(Cl)c3)[C@H]3C=C[C@@]12O3,0.2584669589996338,0.24561404
CCC(C)CCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC(C)CC,0.2584664821624756,0.23636363
CC[C@@H]1CCC[C@H](C)CC[C@@H](OC2OC(C)C(O)C(N)C2O)[C@H](C)CCC/N=C/1O,0.2584620714187622,0.22077923
COc1ccc(/C=N\CC(OC)OC)cc1Oc1ccccc1,0.2584619522094726,0.23214285
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2[C@@H](C)CCN2C(=O)[C@@H](CC(C)C)OC(=O)CCNC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)NC1=O,0.2584330141544342,0.254717
C/C=C\C#CC#CC#C/C=C/C(O)CCl,0.2584176957607269,0.12698413
CC(C)Cc1ccc(S(=O)(=O)N2CCC3(CC2)NCCN=C3NC2CCCCC2)cc1,0.2584144473075866,0.24418604
Cc1[nH+]ccn1CC(=O)N/N=C/c1ccc(O)cc1,0.258391410112381,0.29577464
O=C1C[C@]2(O)C=C(Br)C(=O)[C@@H](Br)[C@@H]2N1,0.2583865523338318,0.17857143
COC(=O)C[C@H]1O[C@H](C)C2=C(C(=O)c3ccc([C@@H]4C[C@@H](N(C)C)[C@@H](O)[C@@H](C)O4)c(O)c3C2=O)[C@H]1O,0.2583857774734497,0.26666668
Oc1ccccc1Oc1ccc(Br)cc1,0.2583750784397125,0.2631579
CC(C)CCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC(C)C,0.258365273475647,0.25
CCCCCC[C@@H](C)/C=C(C)/C=C/C(=O)N[C@H]1C[C@]2(O)[C@H]3O[C@H]3C(=O)[C@](Cl)([C@H]1O)[C@H]2OC,0.2583522796630859,0.18897638
CCCc1cc(Oc2c(O)c(Cl)c(O)c(Cl)c2CCC)c(Cl)c(O)c1Cl,0.2583511769771576,0.25
COc1ccccc1CN1C(=O)[C@@H]2[C@@H]([C@@H](C)O)N[C@]3(C(=O)Nc4ccc(Cl)cc43)[C@@H]2C1=O,0.2583511173725128,0.24509804
O=C(Nc1ccc(Cl)c(Cl)c1)[C@H]1[C@@H]2C=C[C@]3(O2)[C@@H]1C(=O)N(CCN1CCCCC1)[C@H]3C(=O)NC1CCCCC1,0.2583472430706024,0.22123894
COc1ccc(C2=NN3[C@@H](C2)c2cc(Br)ccc2O[C@@]32CCOC(C)(C)C2)c(OC)c1,0.2583283185958862,0.20930232
Clc1ccccc1CNCCc1c[nH]c2ccccc12,0.2583168447017669,0.28070176
CCN1CCC2(CC1)N=C(c1ccc(C)cc1C)C[C@H](c1cc(Cl)ccc1O)N2,0.2583132684230804,0.22580644
COC(=O)C[C@H]1O[C@H](C)C2=C(C(=O)c3ccc([C@H]4C[C@@H](N(C)C)[C@H](O)[C@@H](C)O4)c(O)c3C2=O)[C@H]1O,0.2583072185516357,0.26666668
CCC(=O)[C@]12O[C@H]1[C@@H]1OC[C@H]2[C@@H](N)C[C@@]12C(=O)N(OC)c1ccccc12,0.2582997977733612,0.23076923
COC(C)(C)/C=C/C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C=O)CC[C@]12C,0.2582714557647705,0.25438598
CON1C(=O)C2N=C(O)[C@@]13Oc1cc(O)c(Br)cc1[C@@H]3SS2,0.2582696080207824,0.17708333
CC(C)CCC1=CC2C(OC(=O)[C@@H]3O[C@@](O)(CO)[C@H](O)[C@H]3OCc3ccccc3)=CN=C2C=C1,0.2582403123378753,0.18095239
CC(=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)CO,0.2582177519798279,0.15584415
C[C@@H]1[C@H](C)CCC[C@@H]1NC(=O)[C@@H]1N(CCN2CCOCC2)C(=O)[C@H]2[C@H](C(=O)Nc3cc(Cl)cc(Cl)c3)[C@H]3C=C[C@@]12O3,0.2581669390201568,0.24561404
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(/C)CO)C(C)(C)CCC1,0.2581619024276733,0.15584415
O=C1C(CO)=CC(=O)c2c1cc1ccccc1c2O,0.2581321597099304,0.29166666
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(\C)CCCO)C(C)(C)C[C@H](O)C1,0.2581221759319305,0.15789473
COc1cc(C)cc2c1C(=O)c1c(ccc3c1O[C@@]14O[C@@H](C)[C@@]5(O)C31C(=C(O)C[C@@]5(C)O)C(=O)c1c(O)cccc14)C2=O,0.2581130564212799,0.27522936
C[C@@H]1N[C@@]2(C(=O)Nc3ccccc32)[C@@H]2C(=O)N(c3cccc(Br)c3)C(=O)[C@H]12,0.258088082075119,0.2
COc1c(Br)cc(/C=C/C(=O)NCCCCNCCCN)cc1Br,0.2580630183219909,0.2375
CNCC1CCC(N)C(OC2CC(N)C(OC)C(O)C2N(C)C(=O)C/N=C/N)O1,0.2580326199531555,0.26373628
C[C@H]1[C@H](C)CCC[C@@H]1NC(=O)[C@@H]1N(CCN2CCOCC2)C(=O)[C@H]2[C@@H](C(=O)Nc3cc(Cl)cc(Cl)c3)[C@H]3C=C[C@@]12O3,0.2580243051052093,0.24561404
S=C(NC[C@H]1C[C@@H]2CC[N@@]1C[C@@H]2CN1CCc2ccccc21)Nc1ccc(-n2cccn2)cc1,0.2580233216285705,0.2
CCC(C)CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC(C)C,0.2580210566520691,0.22413793
O=C(COc1ccc(Cl)cc1Cl)N/N=C/c1ccc(O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)cc1,0.2580184638500213,0.28787878
CC(C)CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC(C)C,0.2579627931118011,0.25
